posx,posy,posz,turn,tick,
27.476675,1.2475,26.408958,678,1,
27.484583,1.2475,26.420376,679,1,
27.49249,1.2475,26.431793,680,1,
27.500399,1.2475,26.44321,681,1,
27.508307,1.2475,26.454628,682,1,
27.516214,1.2475,26.466045,683,1,
27.524122,1.2475,26.47746,684,1,
27.53203,1.2475,26.488878,685,1,
27.539938,1.2475,26.500296,686,1,
27.547846,1.2475,26.511713,687,1,
27.555754,1.2475,26.52313,688,1,
27.563662,1.2475,26.534548,689,1,
27.57157,1.2475,26.545963,690,1,
27.579477,1.2475,26.55738,691,1,
27.587385,1.2475,26.568798,692,1,
27.595293,1.2475,26.580215,693,1,
27.6032,1.2475,26.591633,694,1,
27.611109,1.2475,26.60305,695,1,
27.619017,1.2475,26.614466,696,1,
27.626925,1.2475,26.625883,697,1,
27.634832,1.2475,26.6373,698,1,
27.64274,1.2475,26.648718,699,1,
27.650648,1.2475,26.660135,700,1,
27.658556,1.2475,26.67155,701,1,
27.666464,1.2475,26.682968,702,1,
27.674372,1.2475,26.694386,703,1,
27.68228,1.2475,26.705803,704,1,
27.690187,1.2475,26.71722,705,1,
27.698095,1.2475,26.728636,706,1,
27.706003,1.2475,26.740053,707,1,
27.713911,1.2475,26.75147,708,1,
27.72182,1.2475,26.762888,709,1,
27.729729,1.2475,26.774303,710,1,
27.737637,1.2475,26.78572,711,1,
27.745546,1.2475,26.797138,712,1,
27.753456,1.2475,26.808556,713,1,
27.761364,1.2475,26.819971,714,1,
27.761364,1.2475,26.819971,715,1,
29.488922,1.2475,26.960894,716,1,
30.983921,1.2475,27.082844,717,1,
31.039291,1.2475,27.08736,718,1,
31.094662,1.2475,27.091877,719,1,
31.144495,1.2475,27.095942,720,1,
31.158339,1.2475,27.09707,721,1,
31.172182,1.2475,27.0982,722,1,
31.186026,1.2475,27.099329,723,1,
31.19987,1.2475,27.100458,724,1,
31.213713,1.2475,27.101587,725,1,
31.227556,1.2475,27.102716,726,1,
31.2414,1.2475,27.103846,727,1,
31.255243,1.2475,27.104975,728,1,
31.269087,1.2475,27.106104,729,1,
31.28293,1.2475,27.107233,730,1,
31.296774,1.2475,27.108362,731,1,
31.310617,1.2475,27.109491,732,1,
31.324461,1.2475,27.11062,733,1,
31.338305,1.2475,27.11175,734,1,
31.352148,1.2475,27.112879,735,1,
31.365992,1.2475,27.114008,736,1,
31.379835,1.2475,27.115137,737,1,
31.393679,1.2475,27.116266,738,1,
31.407522,1.2475,27.117395,739,1,
31.421366,1.2475,27.118525,740,1,
31.43521,1.2475,27.119654,741,1,
31.449053,1.2475,27.120783,742,1,
31.462896,1.2475,27.121912,743,1,
31.47674,1.2475,27.123041,744,1,
31.490583,1.2475,27.12417,745,1,
31.504427,1.2475,27.1253,746,1,
31.51827,1.2475,27.126429,747,1,
31.532114,1.2475,27.12756,748,1,
31.545958,1.2475,27.128689,749,1,
31.559801,1.2475,27.129818,750,1,
31.573645,1.2475,27.130947,751,1,
31.573645,1.2475,27.130947,752,1,
31.573645,1.2475,27.130947,753,1,
31.573645,1.2475,27.130947,754,1,
31.58606,1.2475,27.12472,755,1,
31.598475,1.2475,27.118492,756,1,
31.61089,1.2475,27.112265,757,1,
31.623304,1.2475,27.106037,758,1,
31.63572,1.2475,27.09981,759,1,
31.648134,1.2475,27.093582,760,1,
31.66055,1.2475,27.087355,761,1,
31.672964,1.2475,27.081127,762,1,
31.685379,1.2475,27.0749,763,1,
31.697794,1.2475,27.068672,764,1,
31.710209,1.2475,27.062447,765,1,
31.722624,1.2475,27.05622,766,1,
31.735039,1.2475,27.049992,767,1,
31.747454,1.2475,27.043764,768,1,
31.759869,1.2475,27.037537,769,1,
31.772284,1.2475,27.03131,770,1,
31.784698,1.2475,27.025082,771,1,
31.797113,1.2475,27.018854,772,1,
31.809528,1.2475,27.012627,773,1,
31.821943,1.2475,27.0064,774,1,
31.834358,1.2475,27.000172,775,1,
31.846773,1.2475,26.993946,776,1,
31.859188,1.2475,26.987719,777,1,
31.871603,1.2475,26.981491,778,1,
31.884018,1.2475,26.975264,779,1,
31.896433,1.2475,26.969036,780,1,
31.908848,1.2475,26.962809,781,1,
31.921263,1.2475,26.956581,782,1,
31.933678,1.2475,26.950354,783,1,
31.946093,1.2475,26.944126,784,1,
31.958508,1.2475,26.937899,785,1,
31.970922,1.2475,26.931671,786,1,
31.983337,1.2475,26.925444,787,1,
31.995752,1.2475,26.919216,788,1,
32.008167,1.2475,26.912989,789,1,
32.020584,1.2475,26.906761,790,1,
32.032997,1.2475,26.900534,791,1,
32.045414,1.2475,26.894306,792,1,
32.057827,1.2475,26.888079,793,1,
32.070244,1.2475,26.881851,794,1,
32.082657,1.2475,26.875624,795,1,
32.095074,1.2475,26.869396,796,1,
32.107487,1.2475,26.863169,797,1,
32.119904,1.2475,26.856941,798,1,
32.119904,1.2475,26.856941,799,1,
33.8494,1.2458978,26.831276,800,1,
35.84911,1.2471371,26.801601,801,1,
37.846058,1.247426,26.771969,802,1,
39.837093,1.2475,26.742426,803,1,
41.836834,1.2475,26.71275,804,1,
43.836575,1.2475,26.683073,805,1,
43.892124,1.2475,26.68225,806,1,
43.947674,1.2475,26.681425,807,1,
43.96156,1.2475,26.68122,808,1,
43.975445,1.2475,26.681013,809,1,
43.98933,1.2475,26.680807,810,1,
44.003216,1.2475,26.680601,811,1,
44.0171,1.2475,26.680395,812,1,
44.030987,1.2475,26.68019,813,1,
44.044872,1.2475,26.679983,814,1,
44.058758,1.2475,26.679777,815,1,
44.072643,1.2475,26.679571,816,1,
44.08653,1.2475,26.679365,817,1,
44.100414,1.2475,26.67916,818,1,
44.1143,1.2475,26.678953,819,1,
44.128185,1.2475,26.678747,820,1,
44.14207,1.2475,26.678541,821,1,
44.155956,1.2475,26.678335,822,1,
44.16984,1.2475,26.67813,823,1,
44.183727,1.2475,26.677923,824,1,
44.197613,1.2475,26.677717,825,1,
44.2115,1.2475,26.677511,826,1,
44.225384,1.2475,26.677305,827,1,
44.23927,1.2475,26.6771,828,1,
44.253155,1.2475,26.676893,829,1,
44.26704,1.2475,26.676687,830,1,
44.280926,1.2475,26.676481,831,1,
44.29481,1.2475,26.676275,832,1,
44.308697,1.2475,26.67607,833,1,
44.322582,1.2475,26.675863,834,1,
44.336468,1.2475,26.675657,835,1,
44.350353,1.2475,26.675451,836,1,
44.36424,1.2475,26.675245,837,1,
44.378124,1.2475,26.67504,838,1,
44.39201,1.2475,26.674833,839,1,
44.405895,1.2475,26.674627,840,1,
44.41978,1.2475,26.674421,841,1,
44.433666,1.2475,26.674215,842,1,
44.44755,1.2475,26.67401,843,1,
44.461437,1.2475,26.673803,844,1,
44.475323,1.2475,26.673597,845,1,
44.48921,1.2475,26.673391,846,1,
44.503094,1.2475,26.673185,847,1,
44.51698,1.2475,26.67298,848,1,
44.530865,1.2475,26.672773,849,1,
44.54475,1.2475,26.672567,850,1,
44.558636,1.2475,26.672361,851,1,
44.57252,1.2475,26.672155,852,1,
44.57252,1.2475,26.672155,853,1,
44.685104,1.2475,27.087723,854,1,
44.69963,1.2475,27.141346,855,1,
44.69963,1.2475,27.141346,856,1,
44.69963,1.2475,27.141346,857,1,
44.69963,1.2475,27.141346,858,1,
44.69963,1.2475,27.141346,859,1,
44.69963,1.2475,27.141346,860,1,
44.69963,1.2475,27.141346,861,1,
44.69963,1.2475,27.141346,862,1,
44.69963,1.2475,27.141346,863,1,
44.69963,1.2475,27.141346,864,1,
44.69963,1.2475,27.141346,865,1,
44.69963,1.2475,27.141346,866,1,
44.69963,1.2475,27.141346,867,1,
44.69963,1.2475,27.141346,868,1,
44.69963,1.2475,27.141346,869,1,
44.69963,1.2475,27.141346,870,1,
44.69963,1.2475,27.141346,871,1,
44.69963,1.2475,27.141346,872,1,
44.69963,1.2475,27.141346,873,1,
44.69963,1.2475,27.141346,874,1,
44.69963,1.2475,27.141346,875,1,
44.69963,1.2475,27.141346,876,1,
44.69963,1.2475,27.141346,877,1,
44.69963,1.2475,27.141346,878,1,
44.69963,1.2475,27.141346,879,1,
